order_id,order_date,customer_id,product_name,category,region,country,quantity,unit_price,discount,total_sales
ORD02400,23-07-2023,CUST3567,Smartphone,Electronics,South,Germany,3,303.82,0.2,729.17
ORD02401,20-04-2023,CUST3010,Smartphone,Electronics,South,Germany,3,385.1,0.1,1039.77
ORD02402,25-04-2023,CUST2178,Keyboard,Accessories,South,UK,2,103.95,0,207.9
ORD02403,11-12-2024,CUST1070,Smartwatch,Wearables,East,Australia,1,875.55,0,875.55
ORD02404,07-05-2024,CUST6769,Smartwatch,Wearables,North,Australia,4,1321.08,0.1,4755.89
ORD02405,04-09-2024,CUST9888,Laptop,Electronics,East,Canada,2,832.73,0.2,1332.37
ORD02406,29-09-2024,CUST9090,Mouse,Accessories,East,Germany,3,957.98,0,2873.94
ORD02407,01-03-2024,CUST4842,Printer,Office,North,Germany,2,701.64,0.1,1262.95
ORD02408,18-05-2023,CUST3517,Smartwatch,Wearables,North,India,3,1265.44,0,3796.32
ORD02409,05-11-2023,CUST2878,Keyboard,Accessories,East,Germany,2,363.76,0.2,582.02
ORD02410,20-01-2023,CUST4952,Tablet,Electronics,South,Australia,2,148.56,0,297.12
ORD02411,13-07-2024,CUST7412,Mouse,Accessories,West,UK,1,183.38,0.2,146.7
ORD02412,13-05-2023,CUST7412,Tablet,Electronics,East,Australia,3,1159.79,0.2,2783.5
ORD02413,24-07-2024,CUST5820,Mouse,Accessories,West,USA,2,64.9,0.15,110.33
ORD02414,24-01-2024,CUST3769,Smartwatch,Wearables,South,Canada,4,846.89,0.15,2879.43
ORD02415,27-11-2024,CUST6066,Camera,Electronics,South,Germany,4,299.53,0,1198.12
ORD02416,08-12-2023,CUST6924,Mouse,Accessories,North,UK,2,460.29,0.2,736.46
ORD02417,03-12-2024,CUST7989,Smartwatch,Wearables,West,Canada,4,360.14,0.05,1368.53
ORD02418,13-01-2023,CUST7324,Smartwatch,Wearables,East,India,4,582.25,0.15,1979.65
ORD02419,17-06-2023,CUST4285,Monitor,Electronics,West,Australia,2,491.67,0.15,835.84
ORD02420,10-09-2023,CUST8433,Tablet,Electronics,North,UK,2,668.19,0.15,1135.92
ORD02421,15-08-2024,CUST1497,Keyboard,Accessories,West,Germany,1,1241.29,0.1,1117.16
ORD02422,12-05-2023,CUST6443,Monitor,Electronics,South,Germany,2,999.45,0.15,1699.06
ORD02423,30-01-2023,CUST7147,Headphones,Accessories,East,India,2,1223.51,0,2447.02
ORD02424,06-08-2024,CUST6935,Smartphone,Electronics,South,Germany,1,778.01,0.2,622.41
ORD02425,18-08-2023,CUST8274,Tablet,Electronics,South,India,2,269.68,0.15,458.46
ORD02426,06-03-2023,CUST2361,Mouse,Accessories,West,India,4,975.36,0.1,3511.3
ORD02427,01-06-2023,CUST9667,Monitor,Electronics,West,Germany,1,1039.38,0.1,935.44
ORD02428,13-03-2024,CUST4414,Laptop,Electronics,West,USA,2,31.52,0.1,56.74
ORD02429,16-01-2023,CUST6415,Monitor,Electronics,East,USA,3,28.33,0.15,72.24
ORD02430,28-10-2023,CUST4291,Smartwatch,Wearables,West,UK,4,762,0.2,2438.4
ORD02431,21-01-2024,CUST3666,Camera,Electronics,East,Germany,3,866.34,0,2599.02
ORD02432,16-08-2024,CUST7895,Smartphone,Electronics,West,Canada,3,707.79,0.2,1698.7
ORD02433,21-10-2023,CUST9078,Headphones,Accessories,East,Canada,2,1394.95,0.2,2231.92
ORD02434,05-09-2024,CUST1868,Smartwatch,Wearables,North,India,3,57.62,0,172.86
ORD02435,17-02-2023,CUST5862,Laptop,Electronics,North,USA,4,825.91,0.2,2642.91
ORD02436,20-03-2024,CUST9713,Laptop,Electronics,East,UK,2,1053.36,0,2106.72
ORD02437,16-05-2024,CUST2469,Monitor,Electronics,East,India,1,1086.08,0,1086.08
ORD02438,12-07-2024,CUST4007,Smartwatch,Wearables,North,Australia,4,497.06,0.15,1690
ORD02439,11-08-2024,CUST4275,Smartwatch,Wearables,West,Germany,3,441.22,0.05,1257.48
ORD02440,22-07-2024,CUST4030,Tablet,Electronics,South,USA,4,159.8,0.2,511.36
ORD02441,30-10-2024,CUST8202,Smartwatch,Wearables,East,Australia,2,1401.45,0.2,2242.32
ORD02442,09-08-2024,CUST1328,Mouse,Accessories,East,Australia,3,639.21,0.1,1725.87
ORD02443,09-08-2023,CUST6803,Camera,Electronics,East,India,2,1166.23,0.1,2099.21
ORD02444,03-08-2023,CUST9722,Monitor,Electronics,North,USA,2,514.52,0.2,823.23
ORD02445,26-05-2023,CUST8089,Tablet,Electronics,North,UK,3,1061.83,0.1,2866.94
ORD02446,03-04-2023,CUST7569,Smartwatch,Wearables,East,Australia,2,1400.16,0.2,2240.26
ORD02447,09-03-2024,CUST8508,Tablet,Electronics,West,Australia,4,767.04,0.2,2454.53
ORD02448,08-06-2023,CUST3708,Keyboard,Accessories,East,Germany,2,1252.51,0,2505.02
ORD02449,18-04-2024,CUST9992,Laptop,Electronics,West,Germany,2,581.16,0.15,987.97
ORD02450,29-11-2024,CUST4342,Printer,Office,East,Germany,2,1338.67,0,2677.34
ORD02451,06-03-2023,CUST9875,Smartphone,Electronics,East,Canada,2,1310.26,0.05,2489.49
ORD02452,26-05-2023,CUST1942,Headphones,Accessories,North,India,4,541.61,0.05,2058.12
ORD02453,05-07-2023,CUST2620,Laptop,Electronics,South,USA,1,393.36,0.1,354.02
ORD02454,20-06-2023,CUST9140,Mouse,Accessories,West,UK,4,830.47,0,3321.88
ORD02455,22-08-2024,CUST5122,Headphones,Accessories,West,India,2,643.28,0.15,1093.58
ORD02456,15-03-2023,CUST7721,Tablet,Electronics,West,USA,2,693.42,0.2,1109.47
ORD02457,25-08-2023,CUST7804,Monitor,Electronics,North,Germany,4,352.5,0.05,1339.5
ORD02458,14-10-2024,CUST2032,Camera,Electronics,West,India,2,101.46,0.1,182.63
ORD02459,21-09-2024,CUST6409,Headphones,Accessories,North,Germany,4,1163.3,0.2,3722.56
ORD02460,16-07-2024,CUST1633,Monitor,Electronics,North,Australia,3,987.47,0.2,2369.93
ORD02461,14-02-2023,CUST7487,Smartwatch,Wearables,North,Germany,3,1111.1,0,3333.3
ORD02462,27-01-2023,CUST9097,Camera,Electronics,East,Australia,1,1357.04,0.1,1221.34
ORD02463,24-09-2024,CUST5887,Mouse,Accessories,East,Germany,1,1065.43,0.05,1012.16
ORD02464,18-11-2024,CUST4192,Mouse,Accessories,West,Canada,3,646.15,0.1,1744.6
ORD02465,18-11-2024,CUST4029,Tablet,Electronics,East,UK,1,592.86,0.1,533.57
ORD02466,05-03-2023,CUST2345,Mouse,Accessories,East,India,1,90.42,0.2,72.34
ORD02467,21-08-2024,CUST9649,Camera,Electronics,West,Germany,3,456.4,0.2,1095.36
ORD02468,01-03-2024,CUST7055,Headphones,Accessories,West,USA,3,1205.2,0.2,2892.48
ORD02469,23-10-2023,CUST1961,Keyboard,Accessories,West,India,2,1191.71,0,2383.42
ORD02470,29-05-2023,CUST9566,Laptop,Electronics,East,Canada,4,771.62,0.05,2932.16
ORD02471,09-08-2023,CUST7196,Tablet,Electronics,East,USA,4,1252.81,0.2,4008.99
ORD02472,08-05-2024,CUST9142,Mouse,Accessories,West,India,1,445.25,0.15,378.46
ORD02473,22-10-2023,CUST8161,Monitor,Electronics,East,Germany,1,1384.25,0.05,1315.04
ORD02474,14-03-2023,CUST2059,Smartphone,Electronics,West,Germany,3,1229.54,0.2,2950.9
ORD02475,25-07-2023,CUST3473,Headphones,Accessories,East,UK,3,551.56,0,1654.68
ORD02476,14-04-2024,CUST7748,Laptop,Electronics,North,Germany,1,629.75,0,629.75
ORD02477,17-08-2024,CUST6452,Camera,Electronics,East,Canada,3,693.87,0.2,1665.29
ORD02478,16-08-2023,CUST2399,Printer,Office,North,UK,3,256.67,0.2,616.01
ORD02479,12-03-2023,CUST6681,Camera,Electronics,North,India,2,1423.12,0.1,2561.62
ORD02480,05-10-2024,CUST1909,Smartwatch,Wearables,West,Germany,3,772.3,0,2316.9
ORD02481,12-08-2023,CUST1973,Laptop,Electronics,West,UK,4,50.55,0.1,181.98
ORD02482,29-08-2023,CUST9738,Printer,Office,North,Germany,3,586.99,0.05,1672.92
ORD02483,30-11-2023,CUST5098,Smartwatch,Wearables,West,UK,2,996.53,0.05,1893.41
ORD02484,09-05-2024,CUST7560,Mouse,Accessories,West,USA,3,361.79,0.15,922.56
ORD02485,11-01-2024,CUST8562,Monitor,Electronics,West,Australia,3,338.21,0.15,862.44
ORD02486,26-08-2023,CUST3057,Monitor,Electronics,West,USA,3,532.24,0.15,1357.21
ORD02487,20-08-2024,CUST3696,Headphones,Accessories,North,UK,4,841.27,0.05,3196.83
ORD02488,27-06-2023,CUST6125,Headphones,Accessories,South,Australia,1,401.48,0.05,381.41
ORD02489,30-01-2024,CUST4597,Smartphone,Electronics,North,Germany,1,1106.17,0.15,940.24
ORD02490,13-09-2024,CUST2787,Smartwatch,Wearables,West,India,1,704.25,0.05,669.04
ORD02491,24-05-2023,CUST6179,Laptop,Electronics,South,Germany,4,840.95,0.05,3195.61
ORD02492,28-07-2024,CUST1747,Camera,Electronics,West,USA,4,224.8,0.1,809.28
ORD02493,13-06-2024,CUST2615,Laptop,Electronics,West,Australia,4,1178.74,0.1,4243.46
ORD02494,12-09-2023,CUST6506,Mouse,Accessories,West,Australia,3,774.89,0,2324.67
ORD02495,23-07-2023,CUST6291,Monitor,Electronics,North,Canada,2,1156.95,0.15,1966.82
ORD02496,01-07-2023,CUST5429,Laptop,Electronics,North,Australia,3,1032.36,0.05,2942.23
ORD02497,18-07-2023,CUST5427,Mouse,Accessories,North,Canada,3,970.79,0,2912.37
ORD02498,15-08-2023,CUST5729,Mouse,Accessories,North,Australia,1,978.22,0.05,929.31
ORD02499,02-04-2024,CUST5925,Mouse,Accessories,South,India,4,871.31,0.15,2962.45
ORD02500,20-07-2023,CUST8226,Monitor,Electronics,South,Germany,1,123.44,0,123.44
ORD02501,03-02-2024,CUST4905,Smartphone,Electronics,West,USA,3,1094.14,0,3282.42
ORD02502,21-12-2023,CUST3631,Smartphone,Electronics,East,UK,3,337.54,0.2,810.1
ORD02503,20-09-2024,CUST8162,Keyboard,Accessories,East,Germany,2,1237.5,0.05,2351.25
ORD02504,23-10-2023,CUST2126,Printer,Office,South,UK,4,1194.88,0.05,4540.54
ORD02505,28-07-2023,CUST7571,Tablet,Electronics,North,Australia,4,610.68,0.1,2198.45
ORD02506,14-12-2023,CUST5145,Printer,Office,South,Germany,1,1049.55,0.2,839.64
ORD02507,27-01-2023,CUST8111,Keyboard,Accessories,East,India,4,995.12,0.2,3184.38
ORD02508,10-10-2024,CUST4551,Tablet,Electronics,South,UK,4,21.67,0,86.68
ORD02509,25-06-2024,CUST4667,Smartphone,Electronics,West,Australia,2,76.42,0,152.84
ORD02510,18-09-2023,CUST9254,Printer,Office,South,USA,2,1306.05,0.15,2220.28
ORD02511,10-08-2023,CUST9835,Laptop,Electronics,West,USA,3,1396.92,0,4190.76
ORD02512,21-07-2023,CUST6110,Laptop,Electronics,North,Germany,2,1020.2,0.15,1734.34
ORD02513,12-05-2024,CUST6674,Mouse,Accessories,West,Australia,3,945.31,0.15,2410.54
ORD02514,06-08-2024,CUST2562,Camera,Electronics,South,Germany,1,187.4,0.05,178.03
ORD02515,26-10-2024,CUST8746,Camera,Electronics,West,Germany,4,1436.52,0.15,4884.17
ORD02516,20-03-2023,CUST5703,Headphones,Accessories,East,India,2,559.33,0.15,950.86
ORD02517,30-10-2024,CUST8041,Tablet,Electronics,South,USA,1,1131.88,0.1,1018.69
ORD02518,05-12-2024,CUST9708,Keyboard,Accessories,South,UK,4,388.78,0.15,1321.85
ORD02519,26-09-2023,CUST2856,Laptop,Electronics,West,Canada,2,1376.3,0.15,2339.71
ORD02520,20-03-2023,CUST8865,Monitor,Electronics,South,Canada,4,382.53,0.1,1377.11
ORD02521,28-07-2024,CUST7219,Headphones,Accessories,West,India,2,455.18,0.2,728.29
ORD02522,01-10-2024,CUST2778,Tablet,Electronics,North,India,4,622.08,0,2488.32
ORD02523,27-10-2024,CUST5747,Monitor,Electronics,South,Australia,1,765.58,0,765.58
ORD02524,10-05-2023,CUST1455,Mouse,Accessories,North,UK,3,1260.98,0.2,3026.35
ORD02525,19-05-2024,CUST3976,Smartphone,Electronics,South,Australia,3,511.47,0.2,1227.53
ORD02526,18-04-2024,CUST7525,Keyboard,Accessories,South,USA,4,1401.25,0.15,4764.25
ORD02527,03-06-2024,CUST4404,Headphones,Accessories,East,USA,3,27.44,0.2,65.86
ORD02528,13-06-2024,CUST4154,Tablet,Electronics,West,UK,1,278.38,0.15,236.62
ORD02529,05-04-2024,CUST1214,Keyboard,Accessories,North,India,2,330.6,0.05,628.14
ORD02530,10-12-2023,CUST5289,Monitor,Electronics,East,Australia,1,639.19,0.1,575.27
ORD02531,12-04-2023,CUST3372,Smartphone,Electronics,South,Germany,2,645.86,0.05,1227.13
ORD02532,18-04-2024,CUST6150,Monitor,Electronics,North,Australia,4,101.26,0.2,324.03
ORD02533,31-01-2024,CUST1333,Tablet,Electronics,North,Canada,4,286.97,0.2,918.3
ORD02534,10-04-2024,CUST1079,Laptop,Electronics,North,Canada,4,1221.56,0.15,4153.3
ORD02535,23-06-2024,CUST2384,Smartwatch,Wearables,East,Australia,4,168.36,0.05,639.77
ORD02536,24-06-2023,CUST7605,Headphones,Accessories,West,Germany,1,1119.24,0,1119.24
ORD02537,04-07-2023,CUST1997,Monitor,Electronics,South,India,3,628.65,0.05,1791.65
ORD02538,17-10-2024,CUST6715,Camera,Electronics,West,Germany,3,1270.53,0.15,3239.85
ORD02539,08-04-2024,CUST7821,Keyboard,Accessories,East,Australia,4,505.66,0,2022.64
ORD02540,28-11-2024,CUST5090,Monitor,Electronics,East,Germany,4,917.49,0,3669.96
ORD02541,23-04-2023,CUST8008,Headphones,Accessories,North,Germany,3,662.22,0.2,1589.33
ORD02542,15-08-2023,CUST3401,Mouse,Accessories,West,India,1,962.67,0.1,866.4
ORD02543,11-09-2024,CUST6280,Tablet,Electronics,North,India,3,1036.59,0.15,2643.3
ORD02544,31-05-2023,CUST9635,Printer,Office,North,Australia,1,1472.74,0.05,1399.1
ORD02545,30-01-2023,CUST9664,Tablet,Electronics,South,USA,3,591.48,0.05,1685.72
ORD02546,12-08-2024,CUST2884,Tablet,Electronics,North,UK,1,142.45,0.2,113.96
ORD02547,26-09-2023,CUST9503,Keyboard,Accessories,North,India,4,38.03,0.15,129.3
ORD02548,21-01-2024,CUST9440,Smartwatch,Wearables,North,Germany,1,219.5,0.05,208.52
ORD02549,16-02-2023,CUST8017,Smartwatch,Wearables,North,UK,3,1393.6,0.1,3762.72
ORD02550,21-07-2023,CUST2942,Laptop,Electronics,East,UK,4,675.42,0.1,2431.51
ORD02551,07-05-2024,CUST1337,Printer,Office,South,UK,1,1191.74,0.1,1072.57
ORD02552,07-03-2023,CUST9983,Smartphone,Electronics,East,USA,1,1159.5,0.05,1101.52
ORD02553,07-05-2024,CUST7118,Smartphone,Electronics,East,UK,2,556.4,0.2,890.24
ORD02554,17-09-2024,CUST3122,Mouse,Accessories,East,Germany,2,1129.45,0.2,1807.12
ORD02555,15-01-2023,CUST2254,Smartwatch,Wearables,North,Australia,2,1464.6,0.05,2782.74
ORD02556,20-12-2023,CUST5130,Keyboard,Accessories,West,USA,1,676.02,0.15,574.62
ORD02557,27-02-2024,CUST5443,Printer,Office,East,UK,2,1248.66,0.1,2247.59
ORD02558,09-01-2024,CUST2711,Mouse,Accessories,East,USA,2,1366.54,0.1,2459.77
ORD02559,23-02-2024,CUST8824,Monitor,Electronics,West,USA,3,500.7,0,1502.1
ORD02560,14-01-2023,CUST9120,Smartwatch,Wearables,North,UK,2,737.91,0.15,1254.45
ORD02561,22-10-2023,CUST1863,Smartphone,Electronics,East,India,2,664.49,0.2,1063.18
ORD02562,26-09-2024,CUST6278,Keyboard,Accessories,West,India,4,286.25,0.1,1030.5
ORD02563,24-03-2023,CUST8723,Smartwatch,Wearables,East,Australia,2,67.52,0,135.04
ORD02564,22-01-2023,CUST6386,Camera,Electronics,North,India,4,1144.04,0.1,4118.54
ORD02565,21-01-2023,CUST9585,Keyboard,Accessories,North,UK,3,40.84,0.2,98.02
ORD02566,24-11-2023,CUST2910,Mouse,Accessories,West,UK,2,1128.87,0.15,1919.08
ORD02567,21-08-2024,CUST5314,Printer,Office,West,India,2,70.75,0,141.5
ORD02568,12-09-2024,CUST9772,Mouse,Accessories,West,USA,3,1014.91,0,3044.73
ORD02569,08-01-2023,CUST3853,Laptop,Electronics,West,Germany,1,1159.59,0.2,927.67
ORD02570,01-08-2024,CUST7829,Tablet,Electronics,North,UK,1,1489.97,0,1489.97
ORD02571,29-11-2024,CUST9391,Mouse,Accessories,North,Australia,2,942.28,0.1,1696.1
ORD02572,03-11-2023,CUST4075,Mouse,Accessories,West,Australia,1,21.4,0.15,18.19
ORD02573,28-06-2023,CUST3692,Smartwatch,Wearables,North,India,1,1218.67,0.15,1035.87
ORD02574,17-10-2023,CUST6025,Tablet,Electronics,West,Germany,3,626.57,0.15,1597.75
ORD02575,19-10-2024,CUST4835,Printer,Office,South,UK,3,488.74,0,1466.22
ORD02576,19-12-2024,CUST8340,Keyboard,Accessories,East,Canada,3,883.13,0.1,2384.45
ORD02577,26-09-2023,CUST2043,Camera,Electronics,South,Australia,1,380.04,0.15,323.03
ORD02578,04-03-2024,CUST8332,Printer,Office,North,Canada,2,1351.79,0.1,2433.22
ORD02579,14-03-2024,CUST7886,Keyboard,Accessories,North,UK,2,960.68,0.15,1633.16
ORD02580,13-08-2023,CUST6353,Tablet,Electronics,East,Australia,4,956.88,0.1,3444.77
ORD02581,01-10-2023,CUST9050,Mouse,Accessories,North,Australia,4,844.29,0,3377.16
ORD02582,15-10-2023,CUST4195,Headphones,Accessories,North,UK,2,355.96,0.15,605.13
ORD02583,07-04-2023,CUST6310,Mouse,Accessories,East,Canada,4,1273.58,0.15,4330.17
ORD02584,14-07-2024,CUST7627,Smartwatch,Wearables,West,India,2,412.94,0,825.88
ORD02585,24-11-2023,CUST4980,Printer,Office,South,Canada,1,807.72,0.05,767.33
ORD02586,08-12-2023,CUST1494,Smartwatch,Wearables,South,India,3,519.88,0.15,1325.69
ORD02587,01-08-2024,CUST1557,Mouse,Accessories,East,USA,4,821.56,0.1,2957.62
ORD02588,24-09-2024,CUST5173,Headphones,Accessories,North,India,1,842.96,0.1,758.66
ORD02589,29-03-2024,CUST3324,Headphones,Accessories,South,India,2,274.11,0.05,520.81
ORD02590,08-04-2024,CUST1362,Headphones,Accessories,North,India,4,35.58,0.05,135.2
ORD02591,06-04-2024,CUST6349,Mouse,Accessories,East,Germany,3,1294.63,0.05,3689.7
ORD02592,03-07-2023,CUST9035,Headphones,Accessories,East,Australia,1,1029.11,0.05,977.65
ORD02593,16-03-2024,CUST1925,Printer,Office,East,Germany,1,78.39,0.15,66.63
ORD02594,13-03-2024,CUST5231,Smartwatch,Wearables,East,UK,4,980.66,0.05,3726.51
ORD02595,12-08-2024,CUST6051,Printer,Office,West,USA,3,1304.32,0.2,3130.37
ORD02596,04-11-2023,CUST7851,Printer,Office,South,Australia,2,788.53,0,1577.06
ORD02597,07-03-2024,CUST5147,Monitor,Electronics,East,Germany,1,1335.27,0.2,1068.22
ORD02598,30-06-2024,CUST4832,Headphones,Accessories,North,India,4,1197.46,0.2,3831.87
ORD02599,13-10-2024,CUST1559,Headphones,Accessories,West,Canada,3,839.23,0.05,2391.81
ORD02600,21-02-2023,CUST1078,Camera,Electronics,South,Canada,2,1374.91,0,2749.82
ORD02601,25-03-2024,CUST7911,Monitor,Electronics,West,Australia,1,679.31,0,679.31
ORD02602,17-07-2023,CUST6838,Monitor,Electronics,East,India,3,356.69,0.2,856.06
ORD02603,13-01-2024,CUST5682,Headphones,Accessories,East,Canada,3,115.95,0.05,330.46
ORD02604,18-09-2024,CUST7601,Mouse,Accessories,South,India,4,670.69,0.05,2548.62
ORD02605,16-02-2023,CUST7238,Printer,Office,East,India,4,390.66,0.15,1328.24
ORD02606,03-01-2024,CUST1064,Monitor,Electronics,West,Germany,1,221.63,0.05,210.55
ORD02607,08-07-2024,CUST3228,Printer,Office,South,Germany,4,1026.37,0.15,3489.66
ORD02608,18-06-2024,CUST4889,Printer,Office,West,Canada,1,1148.73,0.1,1033.86
ORD02609,16-07-2024,CUST8529,Mouse,Accessories,South,UK,3,904.94,0.15,2307.6
ORD02610,06-08-2024,CUST3186,Monitor,Electronics,North,Germany,4,256.25,0,1025
ORD02611,11-03-2024,CUST2942,Tablet,Electronics,South,India,4,267.45,0.2,855.84
ORD02612,10-08-2023,CUST6196,Smartphone,Electronics,West,India,1,510.2,0.05,484.69
ORD02613,10-06-2023,CUST5636,Headphones,Accessories,East,UK,2,1180.41,0.2,1888.66
ORD02614,11-05-2023,CUST5087,Printer,Office,East,Australia,2,451.54,0.05,857.93
ORD02615,02-01-2023,CUST9172,Keyboard,Accessories,South,UK,1,405.39,0.2,324.31
ORD02616,25-12-2024,CUST1292,Tablet,Electronics,North,UK,1,407.39,0.15,346.28
ORD02617,15-08-2023,CUST5860,Smartphone,Electronics,East,UK,4,1293.56,0.1,4656.82
ORD02618,26-01-2024,CUST9619,Monitor,Electronics,East,Germany,2,640.23,0,1280.46
ORD02619,17-04-2023,CUST5754,Monitor,Electronics,East,India,2,336.73,0.15,572.44
ORD02620,12-04-2024,CUST2225,Laptop,Electronics,East,USA,2,774.7,0,1549.4
ORD02621,12-05-2024,CUST2620,Printer,Office,North,Germany,1,166.86,0,166.86
ORD02622,28-12-2023,CUST3433,Monitor,Electronics,East,Canada,1,1390.69,0.15,1182.09
ORD02623,15-08-2024,CUST6644,Smartwatch,Wearables,South,UK,3,890.07,0.1,2403.19
ORD02624,17-11-2023,CUST8493,Monitor,Electronics,East,USA,3,781.43,0.2,1875.43
ORD02625,15-04-2023,CUST4833,Keyboard,Accessories,North,USA,4,82.12,0.2,262.78
ORD02626,17-03-2024,CUST5968,Smartwatch,Wearables,South,Germany,4,687.98,0.15,2339.13
ORD02627,19-09-2024,CUST8472,Smartwatch,Wearables,North,UK,3,81,0.1,218.7
ORD02628,28-08-2023,CUST5665,Camera,Electronics,South,UK,2,913.52,0.15,1552.98
ORD02629,13-02-2024,CUST2351,Laptop,Electronics,South,India,3,694.68,0.05,1979.84
ORD02630,31-10-2024,CUST3646,Laptop,Electronics,South,UK,1,262.77,0.15,223.35
ORD02631,29-11-2023,CUST2022,Headphones,Accessories,North,India,3,993.2,0.1,2681.64
ORD02632,02-09-2024,CUST2059,Printer,Office,North,India,4,543.95,0.2,1740.64
ORD02633,25-05-2024,CUST6058,Smartphone,Electronics,South,Germany,1,551.42,0.1,496.28
ORD02634,13-11-2023,CUST9702,Laptop,Electronics,South,Australia,2,1496.91,0.05,2844.13
ORD02635,16-08-2024,CUST2520,Keyboard,Accessories,North,India,1,478.03,0.15,406.33
ORD02636,15-03-2024,CUST2575,Tablet,Electronics,West,Germany,1,305.35,0.2,244.28
ORD02637,02-09-2023,CUST7176,Mouse,Accessories,East,UK,3,652.12,0.15,1662.91
ORD02638,18-02-2023,CUST9653,Headphones,Accessories,West,USA,3,645.68,0.2,1549.63
ORD02639,19-03-2024,CUST5454,Monitor,Electronics,South,India,2,645.27,0.05,1226.01
ORD02640,07-04-2024,CUST1755,Keyboard,Accessories,South,Germany,2,632.82,0,1265.64
ORD02641,14-10-2024,CUST3333,Printer,Office,South,USA,1,449.34,0.15,381.94
ORD02642,19-02-2023,CUST8181,Smartphone,Electronics,North,UK,2,76.15,0.15,129.46
ORD02643,28-08-2024,CUST1296,Smartwatch,Wearables,East,Canada,2,1175.17,0.05,2232.82
ORD02644,11-05-2024,CUST8511,Smartwatch,Wearables,West,USA,2,694.1,0.15,1179.97
ORD02645,09-03-2023,CUST8222,Tablet,Electronics,West,UK,2,1392.59,0.05,2645.92
ORD02646,22-05-2024,CUST8704,Keyboard,Accessories,North,Canada,4,178.19,0,712.76
ORD02647,26-02-2024,CUST7083,Smartphone,Electronics,West,UK,3,941.49,0.05,2683.25
ORD02648,18-10-2023,CUST4232,Keyboard,Accessories,East,UK,3,1322.59,0.1,3570.99
ORD02649,16-03-2024,CUST1461,Monitor,Electronics,North,Canada,1,508.96,0.05,483.51
ORD02650,02-04-2023,CUST7752,Headphones,Accessories,North,Canada,4,910.29,0.15,3094.99
ORD02651,12-07-2024,CUST1098,Laptop,Electronics,North,Canada,2,764.78,0.15,1300.13
ORD02652,27-10-2024,CUST5491,Headphones,Accessories,North,India,2,98.48,0.15,167.42
ORD02653,02-08-2023,CUST3792,Smartphone,Electronics,South,USA,2,1187.1,0.05,2255.49
ORD02654,03-01-2024,CUST3685,Camera,Electronics,West,Canada,3,1342.3,0.1,3624.21
ORD02655,14-11-2024,CUST9159,Smartphone,Electronics,West,Canada,1,1463.9,0.15,1244.32
ORD02656,06-02-2024,CUST8155,Headphones,Accessories,North,India,3,1331.84,0,3995.52
ORD02657,01-06-2023,CUST4063,Printer,Office,East,UK,2,1123.34,0,2246.68
ORD02658,27-11-2024,CUST5599,Keyboard,Accessories,West,UK,4,444.46,0.15,1511.16
ORD02659,17-12-2023,CUST4793,Smartphone,Electronics,North,Canada,3,309.59,0.05,882.33
ORD02660,10-04-2024,CUST7446,Keyboard,Accessories,South,UK,3,860.4,0.1,2323.08
ORD02661,05-04-2024,CUST7764,Headphones,Accessories,East,UK,1,1194.7,0.15,1015.5
ORD02662,05-02-2023,CUST5993,Keyboard,Accessories,East,Australia,1,447.23,0.15,380.15
ORD02663,01-04-2023,CUST7533,Keyboard,Accessories,South,UK,4,141.71,0.15,481.81
ORD02664,16-08-2023,CUST8933,Printer,Office,West,India,3,426.61,0.1,1151.85
ORD02665,12-02-2023,CUST7211,Tablet,Electronics,West,UK,2,532.24,0.1,958.03
ORD02666,30-10-2024,CUST2185,Mouse,Accessories,South,UK,4,1336.38,0,5345.52
ORD02667,27-02-2024,CUST5899,Smartphone,Electronics,West,Australia,2,557.52,0.1,1003.54
ORD02668,18-08-2023,CUST2285,Headphones,Accessories,West,Germany,3,1237.67,0.05,3527.36
ORD02669,17-04-2024,CUST4022,Printer,Office,South,India,2,247.94,0.1,446.29
ORD02670,28-03-2023,CUST5204,Monitor,Electronics,South,Germany,1,21.51,0.15,18.28
ORD02671,08-05-2024,CUST5917,Keyboard,Accessories,South,Germany,3,1356.29,0.05,3865.43
ORD02672,10-10-2024,CUST9382,Camera,Electronics,West,UK,1,880.67,0.2,704.54
ORD02673,14-03-2023,CUST4238,Laptop,Electronics,North,USA,1,702.24,0.2,561.79
ORD02674,14-06-2024,CUST6409,Tablet,Electronics,South,Canada,4,259.33,0,1037.32
ORD02675,05-12-2023,CUST9701,Laptop,Electronics,East,USA,2,866.71,0,1733.42
ORD02676,22-03-2023,CUST4445,Laptop,Electronics,West,UK,3,703.42,0.05,2004.75
ORD02677,27-05-2023,CUST1434,Tablet,Electronics,North,Canada,4,758.12,0.15,2577.61
ORD02678,10-03-2023,CUST6725,Tablet,Electronics,East,Canada,3,1158.84,0.1,3128.87
ORD02679,12-11-2024,CUST7347,Laptop,Electronics,East,UK,1,1276.15,0.05,1212.34
ORD02680,25-10-2023,CUST7194,Monitor,Electronics,West,India,2,809.74,0.05,1538.51
ORD02681,03-01-2023,CUST4546,Smartphone,Electronics,North,Germany,4,1199.13,0.2,3837.22
ORD02682,15-11-2024,CUST4221,Headphones,Accessories,North,USA,3,774.03,0.05,2205.99
ORD02683,22-07-2024,CUST6608,Tablet,Electronics,South,Canada,4,910.05,0,3640.2
ORD02684,28-12-2024,CUST2590,Tablet,Electronics,West,India,3,111.95,0,335.85
